0.125,1510,320
0.25,1296,336
0.25,1175,306
1.27,1133,409
1.27,1253,467
0,1372,427
0,1426,490
0,1673,498
0,1546,508
0,1497,481
0,1128,355
0,800,320
0,776,292
0,777,301
0,906,253
0,640,175
0,365,114
0,258,70
0,250,48
0,163,40
0,146,31
0,216,45
0,367,119
0,582,176
0,761,264
0,957,310
0,1117,341
0,1190,354
0,1202,361
0,1209,381
0,1000,449
0,1135,418
0,1101,373
0,1017,371
0,906,335
0,747,277
0,747,252
0,948,269
0,960,219
0,810,148
0,417,88
0,308,57
0,290,33
0,194,27
0,102,19
0,115,31
0,202,45
0,362,58
0,512,132
0,765,164
0,1145,272
0,1167,275
0,1263,332
0,1271,345
0,1178,354
0,1229,345
0,1302,353
0,1207,364
0,1016,301
0,860,252
0,822,257
0,728,215
0,602,176
0,697,79
0,516,62
0,141,30
0,99,20
0,93,23
0,187,40
0,563,123
0,1333,221
0,1742,268
0,1280,330
0,1450,314
0,1222,308
0,1262,325
0,1106,402
0,1217,426
0,1333,510
